runs,mode,agent_a,agent_b,test,dimension,500,1000,1500,2000,2500,3000,3500,4000,4500,5000
run_9,chaser_follower,predator_1,predator_0,ccm_2,PCA_3,0.931,0.92,0.901,0.908,0.874,0.889,0.909,0.867,0.882,0.894
run_9,chaser_follower,predator_1,predator_0,ccm_2,x,0.943,0.915,0.856,0.838,0.856,0.808,0.804,0.754,0.757,0.761
run_9,chaser_follower,predator_1,predator_0,ccm_2,y,0.922,0.815,0.785,0.656,0.669,0.609,0.622,0.614,0.597,0.618
run_9,chaser_follower,predator_1,predator_0,ccm_2,dx,0.699,0.649,0.619,0.57,0.586,0.557,0.55,0.53,0.538,0.573
run_9,chaser_follower,predator_1,predator_0,ccm_2,dy,0.675,0.571,0.53,0.48,0.461,0.455,0.448,0.445,0.428,0.455
run_9,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.165,0.298,0.303,0.321,0.302,0.281,0.271,0.28,0.271,0.268
run_9,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.213,0.251,0.249,0.255,0.245,0.238,0.251,0.253,0.256,0.268
run_9,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.359,0.487,0.456,0.463,0.503,0.459,0.441,0.452,0.416,0.42
run_9,fixed_follower,predator_0,predator_1,ccm_1,x,0.761,0.769,0.776,0.778,0.783,0.763,0.771,0.77,0.769,0.777
run_9,fixed_follower,predator_0,predator_1,ccm_1,y,0.768,0.579,0.538,0.604,0.583,0.57,0.584,0.48,0.489,0.58
run_9,fixed_follower,predator_0,predator_1,ccm_1,dx,0.273,0.238,0.203,0.187,0.136,0.129,0.16,0.126,0.106,0.1
run_9,fixed_follower,predator_0,predator_1,ccm_1,dy,0.181,0.066,0.082,0.034,0.048,0.072,0.024,0.036,0.018,0.059
run_9,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.608,0.818,0.794,0.696,0.611,0.741,0.742,0.63,0.668,0.697
run_9,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.793,0.833,0.859,0.76,0.85,0.839,0.852,0.841,0.842,0.843
run_9,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.853,0.85,0.837,0.854,0.874,0.792,0.8,0.857,0.831,0.825
run_9,fixed_follower,predator_0,predator_1,ccm_2,x,0.897,0.838,0.935,0.922,0.893,0.854,0.898,0.897,0.883,0.88
run_9,fixed_follower,predator_0,predator_1,ccm_2,y,0.776,0.549,0.51,0.623,0.512,0.546,0.614,0.615,0.584,0.544
run_9,fixed_follower,predator_0,predator_1,ccm_2,dx,0.713,0.69,0.693,0.672,0.639,0.619,0.634,0.623,0.636,0.619
run_9,fixed_follower,predator_0,predator_1,ccm_2,dy,0.383,0.367,0.302,0.299,0.306,0.291,0.314,0.275,0.285,0.245
run_9,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.713,0.69,0.71,0.706,0.649,0.647,0.661,0.625,0.625,0.63
run_9,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.807,0.769,0.773,0.771,0.77,0.766,0.776,0.768,0.754,0.746
run_9,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.487,0.472,0.439,0.5,0.543,0.507,0.461,0.482,0.464,0.465
run_9,fixed_follower,predator_1,predator_0,ccm_1,x,0.874,0.691,0.748,0.755,0.768,0.752,0.766,0.733,0.73,0.714
run_9,fixed_follower,predator_1,predator_0,ccm_1,y,0.752,0.561,0.433,0.333,0.303,0.303,0.302,0.266,0.288,0.198
run_9,fixed_follower,predator_1,predator_0,ccm_1,dx,0.878,0.87,0.883,0.84,0.839,0.833,0.837,0.843,0.808,0.828
run_9,fixed_follower,predator_1,predator_0,ccm_1,dy,0.373,0.448,0.302,0.43,0.42,0.387,0.346,0.405,0.379,0.33
run_9,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.594,0.75,0.756,0.716,0.684,0.668,0.685,0.633,0.664,0.654
run_9,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.844,0.789,0.821,0.824,0.787,0.809,0.823,0.778,0.757,0.77
run_9,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.918,0.727,0.838,0.886,0.858,0.759,0.808,0.846,0.83,0.813
run_9,fixed_follower,predator_1,predator_0,ccm_2,x,0.865,0.706,0.764,0.755,0.765,0.721,0.731,0.732,0.72,0.736
run_9,fixed_follower,predator_1,predator_0,ccm_2,y,0.653,0.257,0.415,0.348,0.293,0.227,0.294,0.256,0.2,0.212
run_9,fixed_follower,predator_1,predator_0,ccm_2,dx,0.741,0.71,0.691,0.664,0.668,0.656,0.636,0.646,0.638,0.648
run_9,fixed_follower,predator_1,predator_0,ccm_2,dy,0.336,0.342,0.328,0.315,0.267,0.283,0.286,0.271,0.299,0.273
run_9,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.244,0.268,0.258,0.274,0.262,0.265,0.259,0.268,0.264,0.264
run_9,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.254,0.285,0.286,0.26,0.257,0.262,0.244,0.262,0.264,0.244
run_9,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.381,0.431,0.377,0.358,0.362,0.373,0.333,0.303,0.305,0.31
run_9,chaser_fixed,predator_0,predator_1,ccm_1,x,0.408,0.215,0.164,0.13,0.105,0.088,0.06,0.079,0.054,0.041
run_9,chaser_fixed,predator_0,predator_1,ccm_1,y,0.355,0.158,0.086,0.231,0.072,0.135,0.139,0.134,0.07,0.033
run_9,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.192,0.122,0.109,0.051,0.043,0.032,0.018,0.011,0.021,0.012
run_9,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.105,0.007,0.004,0.014,0.02,0.002,0.024,0.017,0.028,0.023
run_9,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.61,0.597,0.586,0.591,0.57,0.567,0.558,0.558,0.568,0.591
run_9,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.656,0.625,0.648,0.636,0.632,0.624,0.636,0.636,0.649,0.642
run_9,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.791,0.827,0.796,0.847,0.844,0.846,0.818,0.802,0.834,0.837
run_9,chaser_fixed,predator_0,predator_1,ccm_2,x,0.459,0.185,0.089,0.043,0.075,0.077,0.074,0.084,0.05,0.047
run_9,chaser_fixed,predator_0,predator_1,ccm_2,y,0.281,0.207,0.233,0.088,0.134,0.134,0.098,0.08,0.101,0.088
run_9,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.18,0.073,0.028,0.037,0.003,0.012,0.005,-0.013,0.026,-0.007
run_9,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.152,0.104,0.076,0.04,0.029,0.035,0.026,0.02,0.02,0.011
run_9,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.122,0.075,0.13,0.14,0.144,0.143,0.161,0.169,0.171,0.173
run_9,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.106,0.132,0.063,0.106,0.123,0.14,0.126,0.111,0.11,0.111
run_9,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,0.231,0.16,0.147,0.174,0.207,0.23,0.2,0.183,0.181,0.188
run_9,chaser_fixed,predator_1,predator_0,ccm_1,x,0.372,0.272,0.229,0.255,0.23,0.204,0.188,0.141,0.145,0.105
run_9,chaser_fixed,predator_1,predator_0,ccm_1,y,0.489,0.35,0.346,0.286,0.256,0.236,0.19,0.16,0.085,0.136
run_9,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.108,0.147,0.073,0.098,0.086,0.063,0.081,0.054,0.034,0.042
run_9,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.276,0.159,0.144,0.05,0.075,0.076,0.056,0.056,0.035,0.051
run_9,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.682,0.691,0.711,0.727,0.708,0.714,0.706,0.713,0.712,0.709
run_9,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.691,0.74,0.708,0.737,0.727,0.736,0.725,0.712,0.704,0.717
run_9,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.793,0.799,0.796,0.862,0.816,0.871,0.83,0.82,0.846,0.833
run_9,chaser_fixed,predator_1,predator_0,ccm_2,x,0.484,0.351,0.299,0.3,0.273,0.268,0.219,0.2,0.192,0.177
run_9,chaser_fixed,predator_1,predator_0,ccm_2,y,0.594,0.484,0.426,0.332,0.326,0.286,0.199,0.191,0.181,0.164
run_9,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.154,0.149,0.09,0.073,0.047,0.035,0.031,0.034,0.023,0.012
run_9,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.193,0.116,0.067,0.041,0.02,0.011,0.009,0.001,-0.003,-0.002
